SP Number,ImageUrl,Name,Background,Skull,Eyes,Clothes,Headwear,Accessory,Background,Skull,Eyes,Clothes,Headwear,Accessory,Price,Price USD,Score,Top,Rank
2209,https://d1mx8bduarpf8s.cloudfront.net/QmWLBKg4RxzkQKSpKzM5twUqfkaqPoTo8PoZeY3zcVMSBP,Skeleton Punk #2209,Sand Temple,Beige,Black,Witch Pads,Red Pompadour,None,3.00,16.63,9.46,1.82,2.74,34.52,  ,0,144.27422441610224,45.77%,2318
1868,https://d1mx8bduarpf8s.cloudfront.net/QmQJh5SyXXRyP1uatwVAQjyPNa4ZueDJRhyf2ZXvwzAJhc,Skeleton Punk #1868,Frozen Planet,Afflicted,Cool Glasses,Punk Shirt,Cowboy Hat,Golden Earring,4.17,7.90,2.23,6.20,3.02,7.39,  ,0,144.23969399462518,45.79%,2319
3049,https://d1mx8bduarpf8s.cloudfront.net/QmU5fYwvKEVib4HzUJVi59D8ivmoyLoVnyaBqRvMq2QQaV,Skeleton Punk #3049,Wild West,Beige,Stoned,King's Purple Robe,Viking Helmet,None,5.81,16.63,3.04,2.27,2.43,34.52,9  LUNA,931,144.22439794814537,45.81%,2320
5053,https://d1mx8bduarpf8s.cloudfront.net/QmV116uZxNPKfMRzkrpNYZK7JmgJPoj3DpMZ33fBiSusjD,Skeleton Punk #5053,Terra Planet,Demon,Eyepatch,Jetpack Suit,Headband,Big Silver Earring,5.77,8.27,5.19,1.80,4.29,6.04,  ,0,144.21691424569968,45.83%,2321
215,https://d1mx8bduarpf8s.cloudfront.net/QmcxP5M3RTyvx9GsrUhaahARm775pmtpz3fYJjcgqiJ8AN,Skeleton Punk #215,Sunrise,Grey,Purple,King's Purple Robe,Viking Helmet,Cigar,3.65,17.75,6.18,2.27,2.43,10.21,  ,0,144.1852974862127,45.85%,2322
1107,https://d1mx8bduarpf8s.cloudfront.net/QmNWuiHPhyJuCzD4bxTMPPN2RfswR3pfKvK2TJ9J1FQ56y,Skeleton Punk #1107,Lunar Landing,Grey,Blue Glasses,Thorstarter Shirt,Police Hat,Golden Earring,3.28,17.75,3.81,2.84,3.02,7.39,5  LUNA,517,144.18210437226952,45.87%,2323
3798,https://d1mx8bduarpf8s.cloudfront.net/Qmf5CamzZKpvGtjMkHNKP4mHrkaBdvH1qe3hTKiYVYGwdW,Skeleton Punk #3798,Frozen Planet,Grey,Black,Witch Pads,Arrow,Silver Cross,4.17,17.75,9.46,1.82,2.59,9.74,  ,0,144.17672260926113,45.89%,2324
3403,https://d1mx8bduarpf8s.cloudfront.net/QmbpTRYouW8qKavHbyAMFZVNUun1y3jieWDWhKEerXkyuc,Skeleton Punk #3403,Night,Zombie,Holy,Yellow Tracksuit,Blue Mohawk,Big Silver Earring,6.85,5.61,2.57,4.29,3.04,6.04,  ,0,144.14703403261618,45.91%,2325
1450,https://d1mx8bduarpf8s.cloudfront.net/QmUvziHvsFSdEtZaxL4h3rucGz5GXySgtXaqq32eraopXo,Skeleton Punk #1450,Wild West,Icy,Blue,Prophet's Robe,Blue Headphones,Cigar,5.81,14.08,7.94,2.09,2.01,10.21,5  LUNA,517,144.13950372866677,45.93%,2326
4133,https://d1mx8bduarpf8s.cloudfront.net/QmdZhQ5CJ7XBpTkn7UeiKwdGJCMNfmE9ZDaaRuvd2HpXsg,Skeleton Punk #4133,Space,Afflicted,Eyepatch,Black Suit,None,Silver Earring,1.46,7.90,5.19,3.36,14.91,13.72,  ,0,144.12903628172486,45.95%,2327
149,https://d1mx8bduarpf8s.cloudfront.net/QmdXYpztcDBPkp7DMG8dQuuVJg8GmGzdR2xn1GkX9BZFgW,Skeleton Punk #149,Luart,Icy,Cool Glasses,Jeans Shirt,Police Hat,None,3.28,14.08,2.23,3.89,3.02,34.52,  ,0,144.1232158238022,45.97%,2328
3612,https://d1mx8bduarpf8s.cloudfront.net/QmZv1KtTd6Vtu3c8ndA5AVBDxv67WqkFWXJv4n2fUksvDC,Skeleton Punk #3612,Luart,Afflicted,Black,Punk Shirt,Golden Leaf Wreath,None,3.28,7.90,9.46,6.20,1.40,34.52,  ,0,144.086406517206,45.99%,2329
3547,https://d1mx8bduarpf8s.cloudfront.net/QmR7ReNteBTKjRa8P3eZdnQy3Q5UbvEzFav3pQufUaer3A,Skeleton Punk #3547,Ozone,Lavender,Blue Glasses,Yellow Tracksuit,Red Bandana,None,3.44,7.50,3.81,4.29,2.03,34.52,6  LUNA,620,144.0665852795156,46.01%,2330
2890,https://d1mx8bduarpf8s.cloudfront.net/QmP8hEFHwnt5RkcGBtjnj9H6jFa2izvAmYTYAsaFrYXJTx,Skeleton Punk #2890,Lunar Landing,Icy,Purple VR,Cyber Arm,Red Pompadour,Golden Cross,3.28,14.08,3.73,3.42,2.74,7.17,  ,0,144.05580338173897,46.03%,2331
2620,https://d1mx8bduarpf8s.cloudfront.net/QmRoMWUvM1A1uBx8jurXhjnvHavHUdoE3vASJwzNzqq1w3,Skeleton Punk #2620,Night,Demon,Robot,Cyber Arm,Military Cap,Golden Earring,6.85,8.27,2.13,3.42,3.61,7.39,15.1  LUNA,1561,144.05238208565794,46.05%,2332
4102,https://d1mx8bduarpf8s.cloudfront.net/QmeQohMs2dz8itumteMAU6bAPw1KAJYagNVcZRrQJUEQVk,Skeleton Punk #4102,Lunar Landing,Demon,Dead,Jeans Shirt,Arrow,Golden Earring,3.28,8.27,4.25,3.89,2.59,7.39,  ,0,144.04761058072899,46.07%,2333
1226,https://d1mx8bduarpf8s.cloudfront.net/QmToafhmaJCabvGDxLygb2b7eEakZc5tq2vBwjihsY67As,Skeleton Punk #1226,Barren Night,Icy,Blue,Solar Powered,Green Hair,Big Silver Earring,3.36,14.08,7.94,2.01,3.53,6.04,169  LUNA,17475,143.97421573588454,46.09%,2334
3463,https://d1mx8bduarpf8s.cloudfront.net/QmSAAgCTChv1xZxVzTf93JazjKEscBgmcd4DdWBvy8prHe,Skeleton Punk #3463,Night,Icy,Black,Spock,Black Hair,Silver Earring,6.85,14.08,9.46,1.30,3.61,13.72,  ,0,143.9538040963458,46.11%,2335
1550,https://d1mx8bduarpf8s.cloudfront.net/QmdRNBSTZmZiLfeapQqWve4HStsyAw8PVoHvnMhvuivLCi,Skeleton Punk #1550,Brick Wall,Lavender,Green Glasses,Hero,Red Pompadour,None,4.88,7.50,3.85,2.23,2.74,34.52,15  LUNA,1551,143.9404099901215,46.13%,2336
4771,https://d1mx8bduarpf8s.cloudfront.net/QmYKAQ4Q6beqhKwG7AvXi5VwUWDLMQUk6pWSvmYn8MUuqa,Skeleton Punk #4771,Purple Retro.jpg,Void,Eyepatch,Wizard's Robe,Viking Helmet,None,3.67,15.38,5.19,2.13,2.43,34.52,  ,0,143.93784691967835,46.15%,2337
4660,https://d1mx8bduarpf8s.cloudfront.net/QmXdqg5LYAqDUmGXypa3wYbBLFiDgomHNieTynV5pZydeN,Skeleton Punk #4660,Gray Graveyard,Demon,Dead,Golden Suit,White Hair,None,7.25,8.27,4.25,1.62,3.36,34.52,  ,0,143.87913037584207,46.17%,2338
1078,https://d1mx8bduarpf8s.cloudfront.net/QmaMKPF7yjGFViCfb62zET3JksRnW9UbJttL4cYnAEyWCQ,Skeleton Punk #1078,Brick Wall,Icy,Light Blue Glasses,King's Purple Robe,Leaf Wreath,Silver Cross,4.88,14.08,4.19,2.27,2.63,9.74,50  LUNA,5170,143.8729768885074,46.19%,2339
1300,https://d1mx8bduarpf8s.cloudfront.net/QmXQ2RAgypaLWkebWmFiYUnjUQErvdFsfoorKgyQ78qPVT,Skeleton Punk #1300,Gray Graveyard,Icy,Light Blue Glasses,Solar Powered,Blue Mohawk,Big Silver Earring,7.25,14.08,4.19,2.01,3.04,6.04,  ,0,143.86673718166054,46.21%,2340
263,https://d1mx8bduarpf8s.cloudfront.net/QmRz6rGCVmyyfiV7Nwb6nMN7aEbRKh5H2BUvsdQ8zm9Mf8,Skeleton Punk #263,Barren Night,Lavender,Green,Wizard's Robe,None,Big Golden Earring,3.36,7.50,7.74,2.13,14.91,2.92,  ,0,143.84530830384713,46.23%,2341
4922,https://d1mx8bduarpf8s.cloudfront.net/QmPik6qkBQQ1zc168hG9yRJoJfe2oYgMUs5GUDhoYF4ofA,Skeleton Punk #4922,Ozone,Grey,Cool Glasses,King's Purple Robe,None,Golden Earring,3.44,17.75,2.23,2.27,14.91,7.39,25  LUNA,2585,143.83270736942418,46.25%,2342
3295,https://d1mx8bduarpf8s.cloudfront.net/QmU4y3nAxX1QDiv1deP6QfJk9AzwbwUGThJZqABw7fGBGe,Skeleton Punk #3295,Pink Sky,Beige,Hypnotising,Police Uniform,Green Headphones,Silver Cross,6.58,16.63,2.09,2.92,3.30,9.74,  ,0,143.80641867780332,46.27%,2343
214,https://d1mx8bduarpf8s.cloudfront.net/QmUJSZ1QLXTUhvNPoxywhnwmXB7hfUsroqB8WBcibM1Kuf,Skeleton Punk #214,Terra Planet,Void,Robot,Motorcycle Jacket,Viking Helmet,Golden Earring,5.77,15.38,2.13,5.45,2.43,7.39,  ,0,143.79066123698252,46.29%,2344
4595,https://d1mx8bduarpf8s.cloudfront.net/QmYEUv5VKZmNSPe39sAz65ReSjo8Y72ZpsLH4FKbQRBuXr,Skeleton Punk #4595,Erie,Lavender,Holy,Jeans Shirt,Arrow,Silver Earring,5.04,7.50,2.57,3.89,2.59,13.72,  ,0,143.7873887139469,46.31%,2345
2150,https://d1mx8bduarpf8s.cloudfront.net/QmezPGJdmH7opmMvWn4oi4RBhqc41Lie8ueHGYJWGQmZm3,Skeleton Punk #2150,Purple Graveyard,Lavender,Holy,Black Suit,Military Cap,Golden Cross,4.98,7.50,2.57,3.36,3.61,7.17,  ,0,143.78617970335705,46.33%,2346
3417,https://d1mx8bduarpf8s.cloudfront.net/QmeqHJfhRePVr4xbkP9aMdPdUcor7wSGc6W3K2rUT4qLba,Skeleton Punk #3417,Gray Graveyard,Lavender,Green,Knight,Viking Helmet,Cigar,7.25,7.50,7.74,1.90,2.43,10.21,12  LUNA,1241,143.75875095280568,46.35%,2347
1603,https://d1mx8bduarpf8s.cloudfront.net/QmXzFkjuEhmjAu3VrKM5VQn9xnfLzAmBrQgoupRu2piiy2,Skeleton Punk #1603,Purple Graveyard,Grey,Stoned,Runic Robe,Red Pompadour,Big Silver Earring,4.98,17.75,3.04,3.12,2.74,6.04,  ,0,143.64258764659704,46.37%,2348
1796,https://d1mx8bduarpf8s.cloudfront.net/QmUh4rr2wcngwyFjeVebXfrhvG1reaNprLbPewDnVoCfN8,Skeleton Punk #1796,Night,Grey,Blindfold,Spock,Green Headphones,None,6.85,17.75,7.44,1.30,3.30,34.52,  ,0,143.60659735012678,46.39%,2349
1338,https://d1mx8bduarpf8s.cloudfront.net/QmYXmDBEH6ujSjXCoCuSSF3nAEk5HjMDt5bgbta21Eqs7y,Skeleton Punk #1338,Gray Graveyard,Beige,Purple,Skelly Tee,Open Skull,Golden Jaw,7.25,16.63,6.18,7.78,1.92,2.35,  ,0,143.60512993603004,46.41%,2350
3518,https://d1mx8bduarpf8s.cloudfront.net/Qmezsd5QbryHRFbvvxvhtsAMoBTBCXftXfQYx3kecRTpzC,Skeleton Punk #3518,New Land,Void,Gray VR,Prophet's Robe,Military Cap,Golden Cross,3.38,15.38,5.53,2.09,3.61,7.17,  ,0,143.59652049829918,46.43%,2351
4889,https://d1mx8bduarpf8s.cloudfront.net/QmNUS9LXbvGcqgBXi19inx2EzvXjziqQV26udpHWzYP2ZP,Skeleton Punk #4889,Erie,Cold,Gray VR,Witch Pads,Military Cap,None,5.04,5.00,5.53,1.82,3.61,34.52,10  LUNA,1034,143.57298267184117,46.45%,2352
524,https://d1mx8bduarpf8s.cloudfront.net/QmZ9GkLddRYV3esqQCLYa5ytbA17LranB9gqAG2NE5dZdu,Skeleton Punk #524,Purple Retro.jpg,Grey,Blindfold,Prophet's Robe,Golden Bandana,Silver Earring,3.67,17.75,7.44,2.09,2.37,13.72,22  LUNA,2275,143.55100850797817,46.47%,2353
1794,https://d1mx8bduarpf8s.cloudfront.net/QmZFmPjBNM3mwpwHMzzgXsxZekM12w1s7vYaYHhFD2hzNB,Skeleton Punk #1794,Night,Zombie,Green,Witch Pads,Blue Mohawk,Silver Cross,6.85,5.61,7.74,1.82,3.04,9.74,  ,0,143.54141362261498,46.48%,2354
2647,https://d1mx8bduarpf8s.cloudfront.net/QmPBM2i7znFaNHfiqjxiCudQS2BJLtL5YYabERxo3dXafi,Skeleton Punk #2647,Mystical Desert,Beige,Blue,Runic Mystery,Green Pompadour,Big Silver Earring,4.17,16.63,7.94,1.88,3.22,6.04,  ,0,143.5330341351604,46.50%,2355
2812,https://d1mx8bduarpf8s.cloudfront.net/Qmb4XAVKBcRtp2CDXRrfZBKrLdfbSwkaK5PpDyw3f7Uu9Y,Skeleton Punk #2812,Lunar Landing,Demon,Purple,Cyber Arm,Purple Hair,Silver Cross,3.28,8.27,6.18,3.42,2.21,9.74,  ,0,143.5286239775174,46.52%,2356
3580,https://d1mx8bduarpf8s.cloudfront.net/Qmd8FGkMZE2y1rt5QXuhaaLFsEDo3C17aXdQFXE9tTLjzQ,Skeleton Punk #3580,Gray Graveyard,Beige,Purple VR,Solar Powered,Blue Bandana,Golden Cross,7.25,16.63,3.73,2.01,3.00,7.17,  ,0,143.5195292180934,46.54%,2357
2667,https://d1mx8bduarpf8s.cloudfront.net/QmdHZKAyJJbrMGPv6smqMp9TyjsbLa7AahqvQMuqYRsXN9,Skeleton Punk #2667,Sunrise,Beige,Light Blue Glasses,Jetpack Suit,Military Cap,None,3.65,16.63,4.19,1.80,3.61,34.52,  ,0,143.4915251747932,46.56%,2358
1288,https://d1mx8bduarpf8s.cloudfront.net/QmWUTFenf3n9VrLgD3UNAsyQS4ek5GNSkeZ2VYrs9uJ8RL,Skeleton Punk #1288,Purple Retro.jpg,Afflicted,Purple VR,Runic Robe,Purple Halo,None,3.67,7.90,3.73,3.12,2.39,34.52,  ,0,143.4783549977023,46.58%,2359
4159,https://d1mx8bduarpf8s.cloudfront.net/QmYVzCvg9aAhpAFYpFFPAzUCsUL5CybKdbyuQUEvkKbnx2,Skeleton Punk #4159,Erie,Demon,Eyepatch,Ninja Suit,Blue Bandana,Cigar,5.04,8.27,5.19,2.03,3.00,10.21,  ,0,143.47530423937195,46.60%,2360
3781,https://d1mx8bduarpf8s.cloudfront.net/QmXe6EgGCxSBFnrfZphGgUoBVaxjYRN8hp2jNM1ShriHFB,Skeleton Punk #3781,Gray Graveyard,Grey,Purple,Knight,Open Skull,None,7.25,17.75,6.18,1.90,1.92,34.52,  ,0,143.46341507201748,46.62%,2361
963,https://d1mx8bduarpf8s.cloudfront.net/QmdvN8YSkw61xP2SpeZfCnvGzaUJegi7QZFgvrPbUAuzan,Skeleton Punk #963,Terra Planet,Grey,Black,Police Uniform,Cowboy Hat,Golden Jaw,5.77,17.75,9.46,2.92,3.02,2.35,  ,0,143.4162935590062,46.64%,2362
2518,https://d1mx8bduarpf8s.cloudfront.net/QmaCqMaA2KfXUHAJn27RyXDgkJUPWc265eC5B4XwJ59eDd,Skeleton Punk #2518,Luart,Afflicted,Green Laser,Skelly Tee,None,Silver Earring,3.28,7.90,1.36,7.78,14.91,13.72,  ,0,143.40373602584796,46.66%,2363
3569,https://d1mx8bduarpf8s.cloudfront.net/QmRKr6q5mjk15B19MoVSfwJonrxkfMuwSkTFQxxXRAYiaq,Skeleton Punk #3569,Frozen Planet,Afflicted,Hypnotising,Jeans Shirt,Green Headphones,None,4.17,7.90,2.09,3.89,3.30,34.52,  ,0,143.35954712704344,46.68%,2364
205,https://d1mx8bduarpf8s.cloudfront.net/QmbJBJNxPJzFxxRWxqvZWovtrkuXkARgVEivVubhty4J5G,Skeleton Punk #205,Terra Planet,Beige,Black,Spock,White Hair,None,5.77,16.63,9.46,1.30,3.36,34.52,  ,0,143.34127578010447,46.70%,2365
1742,https://d1mx8bduarpf8s.cloudfront.net/QmQq7QA4r4H68bMsa3E13hgXHkSCuvQKfFnjSPhrBx5cvA,Skeleton Punk #1742,Brick Wall,Lavender,Robot,Lime Tracksuit,Green Headphones,Golden Cross,4.88,7.50,2.13,5.47,3.30,7.17,  ,0,143.27258393406763,46.72%,2366
478,https://d1mx8bduarpf8s.cloudfront.net/QmYExp1zP5JhHCtcmpF85XD8K54kfrKAbnbeeAJyv3mKzf,Skeleton Punk #478,Ozone,Void,Green Glasses,King's Purple Robe,Black Pompadour,Silver Cross,3.44,15.38,3.85,2.27,3.65,9.74,  ,0,143.2528817491189,46.74%,2367
3554,https://d1mx8bduarpf8s.cloudfront.net/QmSkKaewGV2P6Gd8ZSfpqKNJPqXk2zmpQkEFn3zvjkrUyu,Skeleton Punk #3554,Sunrise,Void,Robot,Black Suit,White Hair,None,3.65,15.38,2.13,3.36,3.36,34.52,  ,0,143.2359994702456,46.76%,2368
4903,https://d1mx8bduarpf8s.cloudfront.net/QmYDHm7RvLP9WfQUs47aNEy4suDJfkbfxCNQgewyjArx5s,Skeleton Punk #4903,Brick Wall,Beige,Green Glasses,Outlaw,None,Silver Earring,4.88,16.63,3.85,1.30,14.91,13.72,10  LUNA,1034,143.2063952729379,46.78%,2369
923,https://d1mx8bduarpf8s.cloudfront.net/QmcT4uBKfHcAMGbtViBCL3mHoSfggGsq4h7hbn9vW5bQWx,Skeleton Punk #923,Sand Temple,Lavender,Golden Glasses,Punk Shirt,Green Pompadour,None,3.00,7.50,2.15,6.20,3.22,34.52,7  LUNA,724,143.1927192287214,46.80%,2370
488,https://d1mx8bduarpf8s.cloudfront.net/QmYCVw8yNmawa8R9LkeMmuve53udCTQpdGGbfGRYqbftze,Skeleton Punk #488,Terra Planet,Cold,Cool Glasses,King's Purple Robe,None,Silver Cross,5.77,5.00,2.23,2.27,14.91,9.74,  ,0,143.18630797288117,46.82%,2371
58,https://d1mx8bduarpf8s.cloudfront.net/QmNRRctn8dCiZegshn1r4sTCWUPmkmFbggHMVhEcCpYeqx,Skeleton Punk #58,Wild West,Void,Green,King's Purple Robe,Open Skull,Silver Cross,5.81,15.38,7.74,2.27,1.92,9.74,  ,0,143.15627244092053,46.84%,2372
3189,https://d1mx8bduarpf8s.cloudfront.net/QmPtvYrYPitqbAaVemN8H1sQ9eWb8bSa2MQ7xL86dTqFE7,Skeleton Punk #3189,Night,Grey,Robot,Lime Tracksuit,Viking Helmet,Big Silver Earring,6.85,17.75,2.13,5.47,2.43,6.04,8  LUNA,827,143.11681406681313,46.86%,2373
3610,https://d1mx8bduarpf8s.cloudfront.net/QmdLC6oeptRwm2LgLHU1uKHWDPQHSu75HhrEDVkaZWuLDG,Skeleton Punk #3610,Night,Grey,Purple,Hero,Black Hair,Big Golden Earring,6.85,17.75,6.18,2.23,3.61,2.92,  ,0,143.10800580892237,46.88%,2374
2235,https://d1mx8bduarpf8s.cloudfront.net/QmPh32NtenmdwEpVZh9pLoFTChKudBsinod4GyaxQ4Lr4y,Skeleton Punk #2235,New Land,Void,Blindfold X,Jeans Shirt,Headband,Silver Earring,3.38,15.38,1.97,3.89,4.29,13.72,8  LUNA,827,143.08299715779395,46.90%,2375
2720,https://d1mx8bduarpf8s.cloudfront.net/QmeXLXomyWk4c7LJHiPWq88AkQUFRw3J461SUb2UwTMTTT,Skeleton Punk #2720,Retro Lightning,Zombie,Blindfold,Motorcycle Jacket,White Hair,Golden Earring,1.99,5.61,7.44,5.45,3.36,7.39,  ,0,143.07812885253048,46.92%,2376
1815,https://d1mx8bduarpf8s.cloudfront.net/QmUTyaNDkJp5wYmSbtm8JrqVMJj6Su2XRB3YVBcEtZRYBG,Skeleton Punk #1815,Erie,Grey,Gray VR,Wizard's Robe,Blue Headphones,None,5.04,17.75,5.53,2.13,2.01,34.52,  ,0,143.01043617191655,46.94%,2377
2145,https://d1mx8bduarpf8s.cloudfront.net/QmNd1aFNXsjmoTuvxNC6fGSpvqermbFfTJQG1wqa7Lii9M,Skeleton Punk #2145,Frosty Mountains,Zombie,Green Glasses,Maryjane Shirt,Golden Bandana,None,4.30,5.61,3.85,3.24,2.37,34.52,16  LUNA,1654,143.00464843500137,46.96%,2378
137,https://d1mx8bduarpf8s.cloudfront.net/QmWz7DMyWF8Wk81UYvAkFB764KNmQxqqN3ThREhddT3NGy,Skeleton Punk #137,Mystical Desert,Void,Blindfold,AI,Golden Bandana,Golden Cross,4.17,15.38,7.44,2.33,2.37,7.17,  ,0,142.99867005165794,46.98%,2379
3099,https://d1mx8bduarpf8s.cloudfront.net/QmTgAZTsK7vXtWn9dVDJafrehU9QLQcvvSd98tC7Q8R6qD,Skeleton Punk #3099,Barren Night,Void,Dead,Ninja Suit,Green Pompadour,None,3.36,15.38,4.25,2.03,3.22,34.52,  ,0,142.97192389262514,47.00%,2380
3044,https://d1mx8bduarpf8s.cloudfront.net/QmaoUVoPHjnqCAZVyFpc3xR1LUW8579c4nMtPcPpAVBLYu,Skeleton Punk #3044,Barren Night,Void,Green,Solar Powered,Viking Helmet,None,3.36,15.38,7.74,2.01,2.43,34.52,5  LUNA,517,142.92206019205136,47.02%,2381
1138,https://d1mx8bduarpf8s.cloudfront.net/QmfFxfcugdNavLLfjxmdsC2vQSwNoaSEh4z58G2npUNtXk,Skeleton Punk #1138,Barren Night,Lavender,Eyepatch,Runic Robe,Cap,Cigar,3.36,7.50,5.19,3.12,2.59,10.21,4.99  LUNA,516,142.87139638277344,47.04%,2382
4756,https://d1mx8bduarpf8s.cloudfront.net/QmbxajP4rWLdbruSXMBMnYmjLbTASauAYtnL9Hd1FPsf6W,Skeleton Punk #4756,Sunrise,Beige,Black,Solar Powered,None,Golden Jaw,3.65,16.63,9.46,2.01,14.91,2.35,  ,0,142.86821524711854,47.06%,2383
3599,https://d1mx8bduarpf8s.cloudfront.net/QmZsFHg4ijXqfGxZZdWUoxJ5LXL1U68q5qQUSEeyns8WkL,Skeleton Punk #3599,Frosty Mountains,Beige,Purple VR,Ninja Suit,Black Pompadour,Silver Cross,4.30,16.63,3.73,2.03,3.65,9.74,  ,0,142.8470871637846,47.08%,2384
2977,https://d1mx8bduarpf8s.cloudfront.net/QmSgCNQ29BhmRpXsbk3EvKhvACRTJ4kCks7iG5EQ61ZkCW,Skeleton Punk #2977,Terra Planet,Void,Lava Glasses,Maryjane Shirt,Green Hair,None,5.77,15.38,1.76,3.24,3.53,34.52,  ,0,142.8075607518514,47.10%,2385
1262,https://d1mx8bduarpf8s.cloudfront.net/QmfYUkafXUKWNL1A6qtVA6jLP3nq2n8SAXzYnvH3BoDH9f,Skeleton Punk #1262,Lunar Landing,Grey,Blindfold,Green Ninja,None,Cigar,3.28,17.75,7.44,1.30,14.91,10.21,15  LUNA,1551,142.80083879378358,47.12%,2386
4802,https://d1mx8bduarpf8s.cloudfront.net/QmZAgur7wfzZzWa3p7WfKTmBGTJ7Bga2JMDZfG4g5Uz8cr,Skeleton Punk #4802,Gray Graveyard,Beige,Blue,Spock,Gray Hat,Silver Earring,7.25,16.63,7.94,1.30,3.79,13.72,4.5  LUNA,465,142.79823549198616,47.14%,2387
212,https://d1mx8bduarpf8s.cloudfront.net/QmdAFZt2VboC6q5DxdhRyCNtSxCQKtMFLWiAuQmZWFeXbY,Skeleton Punk #212,Night,Lavender,3D Glasses,Witch Pads,Green Hair,Cigar,6.85,7.50,4.60,1.82,3.53,10.21,  ,0,142.78283335186197,47.16%,2388
3474,https://d1mx8bduarpf8s.cloudfront.net/QmZaXdDK2GHpWC3TkTE3sBGPsy5v26F8pYSeZgyVom4rJY,Skeleton Punk #3474,Mystical Desert,Void,Robot,Punk Shirt,None,Golden Jaw,4.17,15.38,2.13,6.20,14.91,2.35,6  LUNA,620,142.7788258893959,47.18%,2389
5038,https://d1mx8bduarpf8s.cloudfront.net/Qma9S5DEX23nUDQcSwfaEqYsux6nnobeKWoRGZVYctEuAu,Skeleton Punk #5038,Mystical Desert,Grey,Green Glasses,Runic Robe,Open Skull,None,4.17,17.75,3.85,3.12,1.92,34.52,4.7  LUNA,486,142.7559998920057,47.20%,2390
5032,https://d1mx8bduarpf8s.cloudfront.net/QmYCbcfFYaZo6TadfoV6JcqTLHVa9fo7jYLuSs31UGt1QL,Skeleton Punk #5032,Terra Planet,Void,Green Glasses,Golden Suit,Green Hair,None,5.77,15.38,3.85,1.62,3.53,34.52,  ,0,142.7559638970756,47.22%,2391
1719,https://d1mx8bduarpf8s.cloudfront.net/QmVakCDKfNeg4zYh9gsM5M8TURqR98SnoqQFLqCiJ2jJne,Skeleton Punk #1719,Wild West,Afflicted,Blindfold,Hero,Leaf Wreath,Big Silver Earring,5.81,7.90,7.44,2.23,2.63,6.04,10  LUNA,1034,142.75521740842728,47.24%,2392
2961,https://d1mx8bduarpf8s.cloudfront.net/QmQ9FePYfpRhWipovjjdAVv5jB5ky3mHEgYtpXqfemw8s5,Skeleton Punk #2961,Frosty Mountains,Demon,Light Blue Glasses,Wizard's Robe,Gray Hat,Silver Cross,4.30,8.27,4.19,2.13,3.79,9.74,  ,0,142.73776326813316,47.26%,2393
3466,https://d1mx8bduarpf8s.cloudfront.net/QmYnashGvbVYA28qFDs9hMxveR6hXKEoU7S1qWjupeNfiD,Skeleton Punk #3466,Purple Retro.jpg,Grey,Blue,King's Purple Robe,Pirate Hat,Big Silver Earring,3.67,17.75,7.94,2.27,2.73,6.04,  ,0,142.73520124018538,47.27%,2394
1401,https://d1mx8bduarpf8s.cloudfront.net/QmcqKRE1bLEhhQj4qgLuMe9fJW1EwoVPwjB2RkfVr3sWNo,Skeleton Punk #1401,Brick Wall,Zombie,Blindfold,Thorstarter Shirt,Purple Halo,Golden Cross,4.88,5.61,7.44,2.84,2.39,7.17,  ,0,142.73369050892515,47.29%,2395
4478,https://d1mx8bduarpf8s.cloudfront.net/QmVsKT353x1Nk1LhhoB82k1bBeUcLuT76CArVmNjPpHBVX,Skeleton Punk #4478,Night,Lavender,Green,Solar Powered,Arrow,Golden Earring,6.85,7.50,7.74,2.01,2.59,7.39,  ,0,142.68199740379495,47.31%,2396
2950,https://d1mx8bduarpf8s.cloudfront.net/QmNbXUBqfyuSJhdzdFom62QzwJuEd4eHDaQuKQHbiGP9oj,Skeleton Punk #2950,Purple Retro.jpg,Void,Black,Witch Pads,White Hair,Golden Earring,3.67,15.38,9.46,1.82,3.36,7.39,  ,0,142.67029385918758,47.33%,2397
2877,https://d1mx8bduarpf8s.cloudfront.net/QmTxQBNaiEDiGn8VYAmQeCvxJ1JYywyKwqetPgxi5WNqyg,Skeleton Punk #2877,Barren Night,Void,3D Glasses,King's Purple Robe,Blue Bandana,Silver Earring,3.36,15.38,4.60,2.27,3.00,13.72,  ,0,142.65968573967223,47.35%,2398
1730,https://d1mx8bduarpf8s.cloudfront.net/QmcTiVZ5KSAoQonWtDM8usfhfGk96eFx1vcFn767Jk1R3N,Skeleton Punk #1730,Red Planet,Beige,Purple,Punk Shirt,Military Cap,Silver Earring,1.44,16.63,6.18,6.20,3.61,13.72,  ,0,142.64887915101514,47.37%,2399
3349,https://d1mx8bduarpf8s.cloudfront.net/QmXgxoq7ifGpfL22odJdLc8kc1FFzGsFdN8subati9txfR,Skeleton Punk #3349,Gray Graveyard,Void,Cool Glasses,Hero,White Hair,None,7.25,15.38,2.23,2.23,3.36,34.52,  ,0,142.6125860209527,47.39%,2400
4967,https://d1mx8bduarpf8s.cloudfront.net/QmR3cLzp3j1jP74z4JJPptaDTx6Dwb5vNBvCQYsimosdTe,Skeleton Punk #4967,Brick Wall,Zombie,Holy,Skelly Tee,Golden Bandana,Silver Cross,4.88,5.61,2.57,7.78,2.37,9.74,7  LUNA,724,142.61145351284333,47.41%,2401
